id,domain,website,name,tier,status,founded_date,description,has_details,sf_account_owner,sf_last_activity_date,salesforce_link,details.last_funding_amount,details.last_funding_type,details.total_money_in_usd,details.last_funding_date,details.investors,has_cb_data,cb_data.url,cb_data.categories,has_employee_data,employee_data.num_employees,employee_data.delta_num_employees_percent,employee_data.last_updated,employee_data.positive,visited,last_visited
10058809,netscout.com,http://www.netscout.com/,NETSCOUT Systems,Pass,Public Company,Jun 01 1984,"Delivering a single view into the performance and health of all your servers, services, applications, and networks, so you can quickly pinpoint and resolve problems.",TRUE,Brian Carthas,2016-09-28,https://na6.salesforce.com/0018000000M4xTcAAJ,$42.50M,Series B,$48.50M,1999-01-01,Egan-Managed Capital; TA Associates; Greylock Partners,TRUE,https://www.crunchbase.com/organization/netscout-systems,"Cyber Security, Network Security, Virtualization",TRUE,1784,1.59453303,2016-10-01,TRUE,FALSE,
28922,trendmicro.com,http://www.trendmicro.com/us/business/strategic-alliances/index.html/,Trend Micro,Pass,Public Company,May 30 1988,"Trend Micro is a global leader in internet content security software and cloud computing security with a focus on data security, virtualization, endpoint protection and Web threats",TRUE,Kwan Hong Lee,2008-10-10,https://na6.salesforce.com/0013000000GlVlYAAV,$430.00M,Other,$430.00M,2007-06-03,,TRUE,https://www.crunchbase.com/organization/trend-micro,"Cloud Security, Security, Virtualization",TRUE,4410,-0.965641141,2016-10-01,FALSE,FALSE,
5272,f5.com,http://f5.com/,F5 Networks,Pass,Public Company,Feb 01 1996,"F5 provides solutions for an application world. With F5, businesses deliver the most secure, fast & reliable applications to anyone anywhere at any time.",TRUE,Kwan Hong Lee,2015-02-03,https://na6.salesforce.com/0013000000G6HS8AAN,Undisclosed,Unknown,$75.00M,Unknown,,TRUE,https://www.crunchbase.com/organization/f5-networks,"Consumer Electronics, Security, Virtualization, Meeting Software",TRUE,3764,3.691460055,2016-10-01,TRUE,FALSE,
59337,cisco.com,http://cisco.com/,Cisco,Pass,Public Company,Dec 30 1984,"Cisco, (NASDAQ: CSCO), is the worldwide leader in networking that transforms how people connect, communicate and collaborate. Today, networks are an essential part of business, education, government and home communications, and Cisco's Internet Protocol-based (IP) networking solutions are the foundation of these networks. Cisco was founded in 1984 by a small group of computer scientists from Stanford University. Since the company's inception, Cisco engineers have been leaders in the development of Internet Protocol (IP)-based networking technologies. Today, with more than 47,000 employees worldwide, this tradition of innovation continues with industry-leading products and solutions in the company's core development areas of routing and switching, as well as in advanced technologies such as: Cisco has been at the heart of many historic changes in technology, and that continues to be true today. Now, at a time when the technology industry is going through a period of dramatic change, Cisco is the market leader in multiple areas, such as routing and switching, unified communications, wireless and security. The company helped catalyze the industry's move toward IP and, now that it is fully underway, the company is at the center of fundamental changes in the way the world communicates.",TRUE,Inactive User,2016-04-27,https://na6.salesforce.com/0013000000HVkhAAAT,$616.00K,Seed,$1.45M,2014-09-10,"; Subtraction Capital; Carthona Capital; Equity Crowdfunding:$0.0M,; Convertible Note:$0.0M, Subtraction Capital; Alchemist Accelerator; Seed:$0.0M,; Seed:$0.028M, Alchemist Accelerator; Seed:$0.616M, Carthona Capital",TRUE,https://www.crunchbase.com/organization/synata,"Cloud Computing, Enterprise Software, Search Engine",TRUE,85966,0.159619709,2016-10-01,TRUE,FALSE,
10060921,emc.com,http://www.emc.com/domains/adaptivity/index.htm/,EMC,Pass,Acquired,May 31 2007,"Cloud computing and big data are EMC products and solutions that enable other businesses to store, manage, protect and analyze their data securely.",TRUE,Brian Carthas,2013-12-11,https://na6.salesforce.com/0018000000dzHBhAAM,Undisclosed,Unknown,$41.30M,Unknown, ,TRUE,https://www.crunchbase.com/organization/emc,"Enterprise Software, Information Technology, Big Data",TRUE,58252,5.714752373,2016-10-01,TRUE,FALSE,
10055838,hds.com,http://www.hds.com/,Hitachi Data Systems,Pass,Pass,Dec 29,"A wholly owned subsidiary of Hitachi, Ltd (NYSE: HIT). Hitachi Data Systems (HDS) delivers information storage and virtualization solutions to manage and protect your big data in the data center or the cloud so you can innovate with information.",TRUE,Inactive User,No activity,,Undisclosed,Unknown,Undisclosed,Unknown,,TRUE,https://www.crunchbase.com/organization/hitachi-data-systems,,TRUE,6300,314900,2016-10-01,TRUE,FALSE,
26180,lenovo.com,http://www.lenovo.com/,Lenovo,Pass,Public Company,Jun 01 1984,"Find & buy the right laptop, tablet, desktop or server. Build your own PC today or call our sales team 1-855-2-LENOVO (1-855-253-6686).",TRUE,Kwan Hong Lee,No activity,https://na6.salesforce.com/0013000000GkSjTAAV,$350.00M,Venture,$350.09M,2005-03-31,"Venture:$350.0M, Newbridge Capital; TPG (formerly Texas Pacific Group); General Atlantic;Undisclosed:$0.08658M, Chinese Academy Of Sciences;",TRUE,https://www.crunchbase.com/organization/lenovo,"Hardware, Mobile, Computer, Manufacturing",TRUE,24029,11.15274308,2016-10-01,TRUE,FALSE,
168380,micron.com,https://www.micron.com/,Micron Technology,Pass,Tracking,Jun 01 1978,Micron Technology is a world leader in memory and semiconductor technology offering the industry’s broadest portfolio of silicon-to-semiconductor solutions.,TRUE,Inactive User,2012-01-20,https://na6.salesforce.com/0018000000MtL1oAAF,$16.00M,Series C,$50.41M,2013-09-01,Gimv; Celtic House Venture Partners,TRUE,https://www.crunchbase.com/organization/micron-technology,"Semiconductor, Hardware, Computer",TRUE,30000,1.330811322,2016-10-01,TRUE,FALSE,
10063001,checkpoint.com,https://www.checkpoint.com/,Check Point Software Technologies,Pass,Public Company,Mar 28,"Stay one step ahead of threats with Check Point’s industry leading cyber security products for threat prevention, mobile security, data centers, next-generation firewalls, and security management",TRUE,Admin Oblytics,No activity,https://na6.salesforce.com/0018000001SYXBEAA5,Undisclosed,Unknown,Undisclosed,Unknown,,TRUE,https://www.crunchbase.com/organization/sofaware,"Cyber Security, Software",TRUE,3904,195100,2016-10-01,TRUE,FALSE,
95347,centurylink.com,http://www.centurylink.com/,CenturyLink,Pass,Public Company,Jan 01 1930,"At CenturyLink's official site, find a reliable local provider of high speed internet, phone and TV services to homes as well as large and small businesses. See services available and the latest offers. Qwest is now CenturyLink.",TRUE,Kwan Hong Lee,2012-01-25,https://na6.salesforce.com/0013000000J33DEAAZ,$8.00M,Venture,$8.00M,2013-06-23,"Venture:$7.999399M, ;",TRUE,https://www.crunchbase.com/organization/centurylink,Public Relations,TRUE,26884,119.9819982,2016-10-01,TRUE,FALSE,
10063008,eaton.com,http://www.eaton.com/Eaton/index.htm/,Eaton,Pass,Public Company,May 31 1984,"Diversified power management company and global technology leader in electrical systems for power quality, distribution and control; hydraulics components, systems and services for industrial and mobile equipment; aerospace fuel, hydraulics and pneumatic systems for commercial and military use; and truck and automotive drivetrain and powertrain systems for performance, fuel economy and safety.",TRUE,Admin Oblytics,2016-09-28,https://na6.salesforce.com/0018000001SYTfLAAX,$2.40M,Grant,$2.40M,2013-07-29,"Grant:$2.4M, ;",TRUE,https://www.crunchbase.com/organization/eaton,"Hardware, Automotive, Electrical Distribution, Software",TRUE,34438,1.575035394,2016-10-01,TRUE,FALSE,
3497,riverbed.com,http://riverbed.com/,Riverbed Technology,Pass,Public Company,Jun 01 1998,"Riverbed Technology is the leader in application performance infrastructure, enabling hybrid enterprises to transform app performance into a competitive advantage.",TRUE,Inactive User,2012-04-09,https://na6.salesforce.com/0013000000G6HCVAA3,Undisclosed,Venture,$28.40M,2016-01-19,Pelion Venture Partners; Lightspeed Venture Partners; Meritech Capital Partners; UV Partners; Goldman Sachs; Texas Atlantic Capital; BYU Cougar Capital; Accel Partners,TRUE,https://www.crunchbase.com/organization/riverbed-technology,"Data Center, Cloud Data Services, Computer, Software",TRUE,2462,0.901639344,2016-10-01,TRUE,FALSE,
2784335,purestorage.com,http://www.purestorage.com/,Pure Storage,Pass,Public Company,Sep 01 2009,"Pure Storage enterprise all-flash solutions provide the power, reliability, and simplicity you need to tackle the most demanding business and IT problems. Went Public on Oct 6, 2015 / NYSE:PSTG",TRUE,Inactive User,2013-01-22,https://na6.salesforce.com/0018000000qZAPqAAO,$60.00M,Secondary Market,$530.86M,2014-08-11,Tiger Global Management; T. Rowe Price; IVP (Institutional Venture Partners); Redpoint; Samsung Ventures; Index Ventures; Glynn Capital Management; In-Q-Tel; Greylock Partners; Sutter Hill Ventures,TRUE,https://www.crunchbase.com/organization/pure-storage,"Cloud Computing, Enterprise Software, Data Storage",TRUE,1432,20.64026959,2016-10-01,TRUE,FALSE,
29597,barracuda.com,https://www.barracuda.com/,Barracuda,Pass,Pass,May 31 1999,"Barracuda Networks is the worldwide leader in Security, Application Delivery and Data Protection Solutions.",TRUE,Kwan Hong Lee,2007-06-20,https://na6.salesforce.com/0013000000GygWWAAZ,$5.61M,Venture,$45.61M,2009-10-08,Sequoia Capital; Francisco Partners; Focus Ventures,TRUE,https://www.crunchbase.com/organization/barracuda-networks,"Cloud Data Services, Security, Enterprise Software, Virtualization",TRUE,1146,3.057553957,2016-10-01,TRUE,FALSE,
164971,nexenta.com,http://www.nexenta.com/,Nexenta Systems,Pass,Not a Company,Sep 26 2005,"Nexenta is the global leader in Open Source-driven Software-Defined Storage (OpenSDS) with 6,000+ customers, 400+ partners, 42 patents, and more than 1,500 petabytes of storage under management. Nexenta uniquely integrates deep software-only “Open Source” collaboration with one of the largest and most vibrant Open Source communities (46,000 members) and a comprehensive vision around a commodity hardware-centric “Software-Defined Storage” innovation enabling ANY app, cloud platform and protocol. Nexenta is 100% Software-based; and 100% hardware-, protocol-, cloud platform-, and app-agnostic providing organizations with Total Freedom protecting them against punitive “vendor-lock-in”, “vendor-bait-n-switch”, and “vendor-rip-n-replace” gimmicks. Nexenta provides enterprises with the ""true"" benefits of “true” Software-Defined Everything-centric Cloud Computing – from data centers to end users; from the infrastructure to apps. Nexenta enables everyday apps from rich media-driven Social Living to Mobility; from the Internet of Things to Big Data; from OpenStack and CloudStack to Do-It-Yourself Cloud deployments – for all types of Clouds – Private, Public, and Hybrid. Founded around an ""Open Source” platform and industry-disrupting vision, Nexenta delivers its award- and patent-winning software-only unified storage management solutions along with enterprise-scale 24x7 - around the globe - All Love - service and support with a global partner network, including Canonical,_ Cisco, Citrix, Dell, Docker, HPE, IBM, Lenovo, Micron, Quanta, SanDisk, Seagate, Supermicro, VMware, Western Digital, Wipro, and many others. Nexenta:  100% Software. Total Freedom. All Love.",TRUE,Ricky Pelletier,2016-09-28,https://na6.salesforce.com/0018000000M6bdDAAR,$29.30M,Series F,$113.76M,2015-04-28,"Series B:$0.0M, Translink Capital;Venture:$0.999M, Sierra Ventures;Series E:$0.0M, Translink Capital;  Dell Ventures;Venture:$3.86M, Translink Capital; Sierra Ventures;Series D:$24.0M, Razor's Edge Ventures; UMC Capital; WestSummit Capital; Four Rivers Group; Translink Capital; Sierra Ventures; Menlo Ventures; Javelin Venture Partners;Series C:$21.0M, Razor's Edge Ventures; Sierra Ventures; Menlo Ventures; Javelin Venture Partners; Translink Capital;Series F:$29.3M, Sierra Ventures;Series E:$34.6M, Sierra Ventures; Translink Capital; SanDisk Ventures;Series A:$0.0M, Javelin Venture Partners;",TRUE,https://www.crunchbase.com/organization/nexenta-systems,"Open Source, Flash Storage, Linux",TRUE,190,-2.564102564,2016-10-01,FALSE,FALSE,
9929,citrix.com,http://www.citrix.com/,Citrix Systems,Pass,Public Company,Jun 01 1989,"Citrix Systems, Inc. is the global leader and most trusted name in on-demand access. More than 180,000 organizations around the world use the Citrix Access Platform to provide the best possible access experience to any application for any user. Citrix and its 6,200 partners offer access solutions for individual professionals, small businesses, and enterprises. Citrix Systems, Inc. designs, develops and markets technology solutions that enable on-demand access to information and applications. The Company markets and licenses its products through multiple channels, such as value-added resellers, channel distributors, system integrators (Sis), independent software vendors (ISVs), its Websites and original equipment manufacturers. The access products are designed for three main markets: individual consumers and professionals, small businesses, and enterprises. In May 2006, the Company acquired Reflectent Software, Inc., a provider of solutions to monitor the performance of client-server, Web and desktop applications from an end-user perspective. Public company on Nasdaq, Ticker CTXS",TRUE,Inactive User,2016-03-02,https://na6.salesforce.com/0013000000GbIZoAAN,Undisclosed,Unknown,Undisclosed,Unknown,,TRUE,https://www.crunchbase.com/organization/xensource,,TRUE,10119,1.893062129,2016-10-01,TRUE,FALSE,
30117,suse.com,http://suse.com/,SUSE,Pass,No Status,May 31 1992,"The Platform for the Open Enterprise. SUSE? Linux Enterprise 10 is the only enterprise-grade Linux* platform offering a complete solution for your mission-critical needs?from the desktop to the data center. When security, cost and reliability matter, companies choose SUSE Linux Enterprise from Novell. Acquired by Novell",TRUE,Kwan Hong Lee,No activity,https://na6.salesforce.com/0013000000H03GaAAJ,$13.90M,Venture,$13.90M,2001-09-30,,TRUE,https://www.crunchbase.com/organization/suse,"Linux, Enterprise Software, Software",TRUE,411,12.3,2016-10-01,TRUE,FALSE,
6454215,statuspage.io,http://statuspage.io/,StatusPage,Pass,Acquired,Feb 17 2013,"StatusPage.io is the best way for web infrastructure, developer API, and SaaS companies to get set up with their very own status page in minutes. Integrate public metrics and allow your customers to subscribe to be updated automatically. Acquired by Atlassian",TRUE,Michael Morgenstern,2016-07-18,https://na6.salesforce.com/0018000001CfpPBAAZ,Undisclosed,Seed,$100.00K,2013-08-31,Y Combinator; Wefunder; Rob Emrich; FundersClub; Wefunder; Y Combinator,TRUE,https://www.crunchbase.com/organization/statuspage,"Software, Internet, CRM",TRUE,13,44.44444444,2016-10-01,TRUE,FALSE,
16559,lg.com,http://www.lg.com/us/,LG Electronics,Pass,Public Company,Jun 01 1958,"Make life good. LG electronics, appliances and mobile devices feature innovative technology and sleek designs to suit your life and your style.",TRUE,Kwan Hong Lee,No activity,https://na6.salesforce.com/0013000000GbkyyAAB,Undisclosed,Unknown,Undisclosed,Unknown,,TRUE,https://www.crunchbase.com/organization/lg,"Consumer Electronics, Hardware, Electronics, Telecommunications, Information Technology, Software",TRUE,29104,0.873422986,2016-10-01,TRUE,FALSE,
7388,shavlik.com,http://www.shavlik.com/,Shavlik,Pass,Acquired,Feb 01 1993,Streamline your enterprise software and IT management. Learn how to be more efficient and save money today! Acquired by LANDESK Software,TRUE,Inactive User,2010-02-25,https://na6.salesforce.com/0013000000G6ItsAAF,Undisclosed,Unknown,Undisclosed,Unknown,,TRUE,https://www.crunchbase.com/organization/shavlik-technologies,Security,TRUE,45,-4.255319149,2016-10-01,FALSE,FALSE,
9362,csc.com,http://csc.com/,CSC,Pass,Public Company,Apr 01 1959,"CSC provides Next Generation IT Infrastructure Services, Cloud Computing, Cyber Security, Big Data, Consulting and Industry Focused Application solutions",TRUE,Inactive User,2016-09-21,https://na6.salesforce.com/0013000000G8kJKAAZ,$10.00M,Unknown,$17.00M,Unknown,,TRUE,https://www.crunchbase.com/organization/csc,"Consulting, Cloud Computing, Information Services, IT Management, Cyber Security, Information Technology, Software",TRUE,56000,-1.088031652,2016-10-01,FALSE,FALSE,
3280,infoblox.com,http://www.infoblox.com/,Infoblox,Pass,Public Company,Jun 01 1999,"Over 8,000 enterprise & network customers have chosen Infoblox. Follow us for the cutting edge on controlling your network.",TRUE,Kwan Hong Lee,No activity,https://na6.salesforce.com/0013000000G6HAYAA3,$30.00M,Series E,$51.00M,2005-04-25,"Series E:$30.0M, Tenaya Capital; Open Prairie; Chess Ventures; Duchossois Technology Partners; Sequoia Capital;Venture:$21.0M, Tenaya Capital; Sequoia Capital;",TRUE,https://www.crunchbase.com/organization/infoblox,"Network Hardware, Security, Real Time",TRUE,1004,5.795574289,2016-10-01,TRUE,FALSE,
4256,fortinet.com,http://www.fortinet.com/,Fortinet,Pass,Public Company,Jun 01 2000,"Fortinet is the pioneer and world's leading provider of Unified Threat Management (UTM) security systems that enable secure business communications and deliver the best security, performance and total cost of ownership available.",TRUE,Kwan Hong Lee,2014-02-19,https://na6.salesforce.com/0013000000G6HKAAA3,$50.00M,Venture,$80.00M,2004-03-02,"Venture:$50.0M, Redpoint; Meritech Capital Partners; Acorn Campus Ventures; DEFTA Partners;Series D:$30.0M, Redpoint; Meritech Capital Partners; Acorn Campus Ventures; DEFTA Partners;",TRUE,https://www.crunchbase.com/organization/fortinet,"Wireless, Cyber Security, Security, Network Security, Mobile",TRUE,3618,5.789473684,2016-10-01,TRUE,FALSE,
